OA21CD,RUC21CD,RUC21NM,Urban_rural_flag,ObjectId
E00046450,UN1,Urban: Nearer to a major town or city,Urban,43845
E00046662,UN1,Urban: Nearer to a major town or city,Urban,43846
E00046554,UN1,Urban: Nearer to a major town or city,Urban,43847
E00046387,UN1,Urban: Nearer to a major town or city,Urban,43848
E00046451,UN1,Urban: Nearer to a major town or city,Urban,43849
E00046663,UN1,Urban: Nearer to a major town or city,Urban,43850
E00046555,UN1,Urban: Nearer to a major town or city,Urban,43851
E00046388,UN1,Urban: Nearer to a major town or city,Urban,43852
E00046452,UN1,Urban: Nearer to a major town or city,Urban,43853
E00046664,UN1,Urban: Nearer to a major town or city,Urban,43854
E00046556,UN1,Urban: Nearer to a major town or city,Urban,43855
E00046390,UN1,Urban: Nearer to a major town or city,Urban,43856
E00046453,UN1,Urban: Nearer to a major town or city,Urban,43857
E00046665,UN1,Urban: Nearer to a major town or city,Urban,43858
E00046557,UN1,Urban: Nearer to a major town or city,Urban,43859
E00046391,UN1,Urban: Nearer to a major town or city,Urban,43860
E00046454,UN1,Urban: Nearer to a major town or city,Urban,43861
E00046666,UN1,Urban: Nearer to a major town or city,Urban,43862
E00046558,UN1,Urban: Nearer to a major town or city,Urban,43863
E00046392,UN1,Urban: Nearer to a major town or city,Urban,43864
E00046455,UN1,Urban: Nearer to a major town or city,Urban,43865
E00046667,UN1,Urban: Nearer to a major town or city,Urban,43866
E00046559,UN1,Urban: Nearer to a major town or city,Urban,43867
E00046393,UN1,Urban: Nearer to a major town or city,Urban,43868
E00046456,UN1,Urban: Nearer to a major town or city,Urban,43869
E00046668,UN1,Urban: Nearer to a major town or city,Urban,43870
E00046560,UN1,Urban: Nearer to a major town or city,Urban,43871
E00046395,UN1,Urban: Nearer to a major town or city,Urban,43872
E00046457,UN1,Urban: Nearer to a major town or city,Urban,43873
E00046669,UN1,Urban: Nearer to a major town or city,Urban,43874
E00046561,UN1,Urban: Nearer to a major town or city,Urban,43875
E00046396,UN1,Urban: Nearer to a major town or city,Urban,43876
E00046458,UN1,Urban: Nearer to a major town or city,Urban,43877
E00046670,UN1,Urban: Nearer to a major town or city,Urban,43878
E00046562,UN1,Urban: Nearer to a major town or city,Urban,43879
E00046397,UN1,Urban: Nearer to a major town or city,Urban,43880
E00046459,UN1,Urban: Nearer to a major town or city,Urban,43881
E00046671,UN1,Urban: Nearer to a major town or city,Urban,43882
E00046563,UN1,Urban: Nearer to a major town or city,Urban,43883
E00046400,UN1,Urban: Nearer to a major town or city,Urban,43884
E00046460,UN1,Urban: Nearer to a major town or city,Urban,43885
E00046672,UN1,Urban: Nearer to a major town or city,Urban,43886
E00046564,UN1,Urban: Nearer to a major town or city,Urban,43887
E00046402,UN1,Urban: Nearer to a major town or city,Urban,43888
E00046461,UN1,Urban: Nearer to a major town or city,Urban,43889
E00046673,UN1,Urban: Nearer to a major town or city,Urban,43890
E00046565,UN1,Urban: Nearer to a major town or city,Urban,43891
E00046403,UN1,Urban: Nearer to a major town or city,Urban,43892
E00046462,UN1,Urban: Nearer to a major town or city,Urban,43893
E00046674,UN1,Urban: Nearer to a major town or city,Urban,43894
E00046566,UN1,Urban: Nearer to a major town or city,Urban,43895
E00046406,UN1,Urban: Nearer to a major town or city,Urban,43896
E00046463,UN1,Urban: Nearer to a major town or city,Urban,43897
E00046464,UN1,Urban: Nearer to a major town or city,Urban,43898
E00046465,UN1,Urban: Nearer to a major town or city,Urban,43899
E00046466,UN1,Urban: Nearer to a major town or city,Urban,43900
E00046467,UN1,Urban: Nearer to a major town or city,Urban,43901
E00046468,UN1,Urban: Nearer to a major town or city,Urban,43902
E00046469,UN1,Urban: Nearer to a major town or city,Urban,43903
E00046470,UN1,Urban: Nearer to a major town or city,Urban,43904
E00046471,UN1,Urban: Nearer to a major town or city,Urban,43905
E00046472,UN1,Urban: Nearer to a major town or city,Urban,43906
E00046473,UN1,Urban: Nearer to a major town or city,Urban,43907
E00046474,UN1,Urban: Nearer to a major town or city,Urban,43908
E00046475,UN1,Urban: Nearer to a major town or city,Urban,43909
E00046476,UN1,Urban: Nearer to a major town or city,Urban,43910
E00046477,UN1,Urban: Nearer to a major town or city,Urban,43911
E00046478,UN1,Urban: Nearer to a major town or city,Urban,43912
E00046479,UN1,Urban: Nearer to a major town or city,Urban,43913
E00046480,UN1,Urban: Nearer to a major town or city,Urban,43914
E00046481,UN1,Urban: Nearer to a major town or city,Urban,43915
E00046482,UN1,Urban: Nearer to a major town or city,Urban,43916
E00046483,UN1,Urban: Nearer to a major town or city,Urban,43917
E00046484,UN1,Urban: Nearer to a major town or city,Urban,43918
E00046485,UN1,Urban: Nearer to a major town or city,Urban,43919
E00046486,UN1,Urban: Nearer to a major town or city,Urban,43920
E00046487,UN1,Urban: Nearer to a major town or city,Urban,43921
E00046489,UN1,Urban: Nearer to a major town or city,Urban,43922
E00046490,UN1,Urban: Nearer to a major town or city,Urban,43923
E00046408,UN1,Urban: Nearer to a major town or city,Urban,43924
E00046413,UN1,Urban: Nearer to a major town or city,Urban,43925
E00046567,UN1,Urban: Nearer to a major town or city,Urban,43926
E00046414,UN1,Urban: Nearer to a major town or city,Urban,43927
E00046568,UN1,Urban: Nearer to a major town or city,Urban,43928
E00046416,UN1,Urban: Nearer to a major town or city,Urban,43929
E00046569,UN1,Urban: Nearer to a major town or city,Urban,43930
E00046417,UN1,Urban: Nearer to a major town or city,Urban,43931
E00046570,UN1,Urban: Nearer to a major town or city,Urban,43932
E00046418,UN1,Urban: Nearer to a major town or city,Urban,43933
E00046571,UN1,Urban: Nearer to a major town or city,Urban,43934
E00046419,UN1,Urban: Nearer to a major town or city,Urban,43935
E00046572,UN1,Urban: Nearer to a major town or city,Urban,43936
E00046420,UN1,Urban: Nearer to a major town or city,Urban,43937
E00046573,UN1,Urban: Nearer to a major town or city,Urban,43938
E00046421,UN1,Urban: Nearer to a major town or city,Urban,43939
E00046574,UN1,Urban: Nearer to a major town or city,Urban,43940
E00046422,UN1,Urban: Nearer to a major town or city,Urban,43941
E00046575,UN1,Urban: Nearer to a major town or city,Urban,43942
E00046675,UN1,Urban: Nearer to a major town or city,Urban,43943
E00046423,UN1,Urban: Nearer to a major town or city,Urban,43944
E00046576,UN1,Urban: Nearer to a major town or city,Urban,43945
E00046676,UN1,Urban: Nearer to a major town or city,Urban,43946
E00046424,UN1,Urban: Nearer to a major town or city,Urban,43947
E00046577,UN1,Urban: Nearer to a major town or city,Urban,43948
E00046677,UN1,Urban: Nearer to a major town or city,Urban,43949
E00046425,UN1,Urban: Nearer to a major town or city,Urban,43950
E00046578,UN1,Urban: Nearer to a major town or city,Urban,43951
E00046579,UN1,Urban: Nearer to a major town or city,Urban,43952
E00046580,UN1,Urban: Nearer to a major town or city,Urban,43953
E00046581,UN1,Urban: Nearer to a major town or city,Urban,43954
E00046582,UN1,Urban: Nearer to a major town or city,Urban,43955
E00046583,UN1,Urban: Nearer to a major town or city,Urban,43956
E00046584,UN1,Urban: Nearer to a major town or city,Urban,43957
E00046585,UN1,Urban: Nearer to a major town or city,Urban,43958
E00046586,UN1,Urban: Nearer to a major town or city,Urban,43959
E00046587,UN1,Urban: Nearer to a major town or city,Urban,43960
E00046588,UN1,Urban: Nearer to a major town or city,Urban,43961
E00046589,UN1,Urban: Nearer to a major town or city,Urban,43962
E00046590,UN1,Urban: Nearer to a major town or city,Urban,43963
E00046591,UN1,Urban: Nearer to a major town or city,Urban,43964
E00046592,UN1,Urban: Nearer to a major town or city,Urban,43965
E00046678,UN1,Urban: Nearer to a major town or city,Urban,43966
E00046426,UN1,Urban: Nearer to a major town or city,Urban,43967
E00046679,UN1,Urban: Nearer to a major town or city,Urban,43968
E00046427,UN1,Urban: Nearer to a major town or city,Urban,43969
E00046680,UN1,Urban: Nearer to a major town or city,Urban,43970
E00046429,UN1,Urban: Nearer to a major town or city,Urban,43971
E00046681,UN1,Urban: Nearer to a major town or city,Urban,43972
E00046682,UN1,Urban: Nearer to a major town or city,Urban,43973
E00046430,UN1,Urban: Nearer to a major town or city,Urban,43974
E00046683,UN1,Urban: Nearer to a major town or city,Urban,43975
E00046431,UN1,Urban: Nearer to a major town or city,Urban,43976
E00046684,UN1,Urban: Nearer to a major town or city,Urban,43977
E00046432,UN1,Urban: Nearer to a major town or city,Urban,43978
E00046685,UN1,Urban: Nearer to a major town or city,Urban,43979
E00046435,UN1,Urban: Nearer to a major town or city,Urban,43980
E00046686,UN1,Urban: Nearer to a major town or city,Urban,43981
E00046436,UN1,Urban: Nearer to a major town or city,Urban,43982
E00046687,UN1,Urban: Nearer to a major town or city,Urban,43983
E00046437,UN1,Urban: Nearer to a major town or city,Urban,43984
E00046688,UN1,Urban: Nearer to a major town or city,Urban,43985
E00046438,UN1,Urban: Nearer to a major town or city,Urban,43986
E00046689,UN1,Urban: Nearer to a major town or city,Urban,43987
E00046690,UN1,Urban: Nearer to a major town or city,Urban,43988
E00046691,UN1,Urban: Nearer to a major town or city,Urban,43989
E00046692,UN1,Urban: Nearer to a major town or city,Urban,43990
E00046693,UN1,Urban: Nearer to a major town or city,Urban,43991
E00046694,UN1,Urban: Nearer to a major town or city,Urban,43992
E00046695,UN1,Urban: Nearer to a major town or city,Urban,43993
E00046696,UN1,Urban: Nearer to a major town or city,Urban,43994
E00046697,UN1,Urban: Nearer to a major town or city,Urban,43995
E00046698,UN1,Urban: Nearer to a major town or city,Urban,43996
E00046699,UN1,Urban: Nearer to a major town or city,Urban,43997
E00046700,UN1,Urban: Nearer to a major town or city,Urban,43998
E00046701,UN1,Urban: Nearer to a major town or city,Urban,43999
E00046702,UN1,Urban: Nearer to a major town or city,Urban,44000
E00046854,UN1,Urban: Nearer to a major town or city,Urban,44001
E00046855,UN1,Urban: Nearer to a major town or city,Urban,44002
E00046856,UN1,Urban: Nearer to a major town or city,Urban,44003
E00046906,UN1,Urban: Nearer to a major town or city,Urban,44004
E00046857,UN1,Urban: Nearer to a major town or city,Urban,44005
E00047119,UN1,Urban: Nearer to a major town or city,Urban,44006
E00046858,UN1,Urban: Nearer to a major town or city,Urban,44007
E00046859,UN1,Urban: Nearer to a major town or city,Urban,44008
E00046860,UN1,Urban: Nearer to a major town or city,Urban,44009
E00046861,UN1,Urban: Nearer to a major town or city,Urban,44010
E00046862,UN1,Urban: Nearer to a major town or city,Urban,44011
E00046863,UN1,Urban: Nearer to a major town or city,Urban,44012
E00046864,UN1,Urban: Nearer to a major town or city,Urban,44013
E00046865,UN1,Urban: Nearer to a major town or city,Urban,44014
E00046866,UN1,Urban: Nearer to a major town or city,Urban,44015
E00046867,UN1,Urban: Nearer to a major town or city,Urban,44016
E00046868,UN1,Urban: Nearer to a major town or city,Urban,44017
E00046869,UN1,Urban: Nearer to a major town or city,Urban,44018
E00046870,UN1,Urban: Nearer to a major town or city,Urban,44019
E00046871,UN1,Urban: Nearer to a major town or city,Urban,44020
E00046873,UN1,Urban: Nearer to a major town or city,Urban,44021
E00046874,UN1,Urban: Nearer to a major town or city,Urban,44022
E00046875,UN1,Urban: Nearer to a major town or city,Urban,44023
E00046876,UN1,Urban: Nearer to a major town or city,Urban,44024
E00046877,UN1,Urban: Nearer to a major town or city,Urban,44025
E00046878,UN1,Urban: Nearer to a major town or city,Urban,44026
E00046879,UN1,Urban: Nearer to a major town or city,Urban,44027
E00046880,UN1,Urban: Nearer to a major town or city,Urban,44028
E00046881,UN1,Urban: Nearer to a major town or city,Urban,44029
E00046883,UN1,Urban: Nearer to a major town or city,Urban,44030
E00046884,UN1,Urban: Nearer to a major town or city,Urban,44031
E00046885,UN1,Urban: Nearer to a major town or city,Urban,44032
E00046886,UN1,Urban: Nearer to a major town or city,Urban,44033
E00046887,UN1,Urban: Nearer to a major town or city,Urban,44034
E00046888,UN1,Urban: Nearer to a major town or city,Urban,44035
E00046889,UN1,Urban: Nearer to a major town or city,Urban,44036
E00046890,UN1,Urban: Nearer to a major town or city,Urban,44037
E00046891,UN1,Urban: Nearer to a major town or city,Urban,44038
E00046892,UN1,Urban: Nearer to a major town or city,Urban,44039
E00046893,UN1,Urban: Nearer to a major town or city,Urban,44040
E00046894,UN1,Urban: Nearer to a major town or city,Urban,44041
E00046895,UN1,Urban: Nearer to a major town or city,Urban,44042
E00046896,UN1,Urban: Nearer to a major town or city,Urban,44043
E00046897,UN1,Urban: Nearer to a major town or city,Urban,44044
E00046898,UN1,Urban: Nearer to a major town or city,Urban,44045
E00046899,UN1,Urban: Nearer to a major town or city,Urban,44046
E00046900,UN1,Urban: Nearer to a major town or city,Urban,44047
E00046901,UN1,Urban: Nearer to a major town or city,Urban,44048
E00046902,UN1,Urban: Nearer to a major town or city,Urban,44049
E00046903,UN1,Urban: Nearer to a major town or city,Urban,44050
E00046904,UN1,Urban: Nearer to a major town or city,Urban,44051
E00046905,UN1,Urban: Nearer to a major town or city,Urban,44052
E00047063,UN1,Urban: Nearer to a major town or city,Urban,44053
E00046956,UN1,Urban: Nearer to a major town or city,Urban,44054
E00047009,UN1,Urban: Nearer to a major town or city,Urban,44055
E00046753,UN1,Urban: Nearer to a major town or city,Urban,44056
E00046803,UN1,Urban: Nearer to a major town or city,Urban,44057
E00047120,UN1,Urban: Nearer to a major town or city,Urban,44058
E00046804,UN1,Urban: Nearer to a major town or city,Urban,44059
E00046957,UN1,Urban: Nearer to a major town or city,Urban,44060
E00046754,UN1,Urban: Nearer to a major town or city,Urban,44061
E00046907,UN1,Urban: Nearer to a major town or city,Urban,44062
E00047064,UN1,Urban: Nearer to a major town or city,Urban,44063
E00047121,UN1,Urban: Nearer to a major town or city,Urban,44064
E00047010,UN1,Urban: Nearer to a major town or city,Urban,44065
E00046805,UN1,Urban: Nearer to a major town or city,Urban,44066
E00046958,UN1,Urban: Nearer to a major town or city,Urban,44067
E00046755,UN1,Urban: Nearer to a major town or city,Urban,44068
E00046908,UN1,Urban: Nearer to a major town or city,Urban,44069
E00047065,UN1,Urban: Nearer to a major town or city,Urban,44070
E00047123,UN1,Urban: Nearer to a major town or city,Urban,44071
E00047066,UN1,Urban: Nearer to a major town or city,Urban,44072
E00046806,UN1,Urban: Nearer to a major town or city,Urban,44073
E00046756,UN1,Urban: Nearer to a major town or city,Urban,44074
E00046909,UN1,Urban: Nearer to a major town or city,Urban,44075
E00047124,UN1,Urban: Nearer to a major town or city,Urban,44076
E00047067,UN1,Urban: Nearer to a major town or city,Urban,44077
E00047011,UN1,Urban: Nearer to a major town or city,Urban,44078
E00046959,UN1,Urban: Nearer to a major town or city,Urban,44079
E00046807,UN1,Urban: Nearer to a major town or city,Urban,44080
E00046757,UN1,Urban: Nearer to a major town or city,Urban,44081
E00046910,UN1,Urban: Nearer to a major town or city,Urban,44082
E00047125,UN1,Urban: Nearer to a major town or city,Urban,44083
E00047068,UN1,Urban: Nearer to a major town or city,Urban,44084
E00047012,UN1,Urban: Nearer to a major town or city,Urban,44085
E00046960,UN1,Urban: Nearer to a major town or city,Urban,44086
E00046808,UN1,Urban: Nearer to a major town or city,Urban,44087
E00046758,UN1,Urban: Nearer to a major town or city,Urban,44088
E00046911,UN1,Urban: Nearer to a major town or city,Urban,44089
E00047126,UN1,Urban: Nearer to a major town or city,Urban,44090
E00047069,UN1,Urban: Nearer to a major town or city,Urban,44091
E00046961,UN1,Urban: Nearer to a major town or city,Urban,44092
E00046809,UN1,Urban: Nearer to a major town or city,Urban,44093
E00046759,UN1,Urban: Nearer to a major town or city,Urban,44094
E00046912,UN1,Urban: Nearer to a major town or city,Urban,44095
E00047127,UN1,Urban: Nearer to a major town or city,Urban,44096
E00047070,UN1,Urban: Nearer to a major town or city,Urban,44097
E00047013,UN1,Urban: Nearer to a major town or city,Urban,44098
E00046913,UN1,Urban: Nearer to a major town or city,Urban,44099
E00047071,UN1,Urban: Nearer to a major town or city,Urban,44100
E00047128,UN1,Urban: Nearer to a major town or city,Urban,44101
E00046760,UN1,Urban: Nearer to a major town or city,Urban,44102
E00046962,UN1,Urban: Nearer to a major town or city,Urban,44103
E00046810,UN1,Urban: Nearer to a major town or city,Urban,44104
E00047014,UN1,Urban: Nearer to a major town or city,Urban,44105
E00046914,UN1,Urban: Nearer to a major town or city,Urban,44106
E00047072,UN1,Urban: Nearer to a major town or city,Urban,44107
E00047129,UN1,Urban: Nearer to a major town or city,Urban,44108
E00046761,UN1,Urban: Nearer to a major town or city,Urban,44109
E00046963,UN1,Urban: Nearer to a major town or city,Urban,44110
E00046811,UN1,Urban: Nearer to a major town or city,Urban,44111
E00047015,UN1,Urban: Nearer to a major town or city,Urban,44112
E00046915,UN1,Urban: Nearer to a major town or city,Urban,44113
E00047073,UN1,Urban: Nearer to a major town or city,Urban,44114
E00047130,UN1,Urban: Nearer to a major town or city,Urban,44115
E00046762,UN1,Urban: Nearer to a major town or city,Urban,44116
E00046964,UN1,Urban: Nearer to a major town or city,Urban,44117
E00046812,UN1,Urban: Nearer to a major town or city,Urban,44118
E00047016,UN1,Urban: Nearer to a major town or city,Urban,44119
E00046916,UN1,Urban: Nearer to a major town or city,Urban,44120
E00047074,UN1,Urban: Nearer to a major town or city,Urban,44121
E00047134,UN1,Urban: Nearer to a major town or city,Urban,44122
E00046763,UN1,Urban: Nearer to a major town or city,Urban,44123
E00046965,UN1,Urban: Nearer to a major town or city,Urban,44124
E00046813,UN1,Urban: Nearer to a major town or city,Urban,44125
E00047017,UN1,Urban: Nearer to a major town or city,Urban,44126
E00046917,UN1,Urban: Nearer to a major town or city,Urban,44127
E00047075,UN1,Urban: Nearer to a major town or city,Urban,44128
E00047136,UN1,Urban: Nearer to a major town or city,Urban,44129
E00046764,UN1,Urban: Nearer to a major town or city,Urban,44130
E00046966,UN1,Urban: Nearer to a major town or city,Urban,44131
E00046814,UN1,Urban: Nearer to a major town or city,Urban,44132
E00047019,UN1,Urban: Nearer to a major town or city,Urban,44133
E00046918,UN1,Urban: Nearer to a major town or city,Urban,44134
E00047076,UN1,Urban: Nearer to a major town or city,Urban,44135
E00047137,UN1,Urban: Nearer to a major town or city,Urban,44136
E00046765,UN1,Urban: Nearer to a major town or city,Urban,44137
E00046967,UN1,Urban: Nearer to a major town or city,Urban,44138
E00046815,UN1,Urban: Nearer to a major town or city,Urban,44139
E00047020,UN1,Urban: Nearer to a major town or city,Urban,44140
E00046919,UN1,Urban: Nearer to a major town or city,Urban,44141
E00047077,UN1,Urban: Nearer to a major town or city,Urban,44142
E00047138,UN1,Urban: Nearer to a major town or city,Urban,44143
E00046766,UN1,Urban: Nearer to a major town or city,Urban,44144
E00046968,UN1,Urban: Nearer to a major town or city,Urban,44145
E00046816,UN1,Urban: Nearer to a major town or city,Urban,44146
E00046920,UN1,Urban: Nearer to a major town or city,Urban,44147
E00047078,UN1,Urban: Nearer to a major town or city,Urban,44148
E00047139,UN1,Urban: Nearer to a major town or city,Urban,44149
E00046767,UN1,Urban: Nearer to a major town or city,Urban,44150
E00046969,UN1,Urban: Nearer to a major town or city,Urban,44151
E00046817,UN1,Urban: Nearer to a major town or city,Urban,44152
E00047021,UN1,Urban: Nearer to a major town or city,Urban,44153
E00047140,UN1,Urban: Nearer to a major town or city,Urban,44154
E00046970,UN1,Urban: Nearer to a major town or city,Urban,44155
E00046818,UN1,Urban: Nearer to a major town or city,Urban,44156
E00047022,UN1,Urban: Nearer to a major town or city,Urban,44157
E00046921,UN1,Urban: Nearer to a major town or city,Urban,44158
E00046768,UN1,Urban: Nearer to a major town or city,Urban,44159
E00047079,UN1,Urban: Nearer to a major town or city,Urban,44160
E00047141,UN1,Urban: Nearer to a major town or city,Urban,44161
E00046971,UN1,Urban: Nearer to a major town or city,Urban,44162
E00046819,UN1,Urban: Nearer to a major town or city,Urban,44163
E00047024,UN1,Urban: Nearer to a major town or city,Urban,44164
E00046922,UN1,Urban: Nearer to a major town or city,Urban,44165
E00046769,UN1,Urban: Nearer to a major town or city,Urban,44166
E00047080,UN1,Urban: Nearer to a major town or city,Urban,44167
E00047142,UN1,Urban: Nearer to a major town or city,Urban,44168
E00046973,UN1,Urban: Nearer to a major town or city,Urban,44169
E00046820,UN1,Urban: Nearer to a major town or city,Urban,44170
E00047025,UN1,Urban: Nearer to a major town or city,Urban,44171
E00046923,UN1,Urban: Nearer to a major town or city,Urban,44172
E00046770,UN1,Urban: Nearer to a major town or city,Urban,44173
E00047081,UN1,Urban: Nearer to a major town or city,Urban,44174
E00047143,UN1,Urban: Nearer to a major town or city,Urban,44175
E00046974,UN1,Urban: Nearer to a major town or city,Urban,44176
E00046821,UN1,Urban: Nearer to a major town or city,Urban,44177
E00047026,UN1,Urban: Nearer to a major town or city,Urban,44178
E00046924,UN1,Urban: Nearer to a major town or city,Urban,44179
E00046771,UN1,Urban: Nearer to a major town or city,Urban,44180
E00047082,UN1,Urban: Nearer to a major town or city,Urban,44181
E00047144,UN1,Urban: Nearer to a major town or city,Urban,44182
E00046975,UN1,Urban: Nearer to a major town or city,Urban,44183
E00046822,UN1,Urban: Nearer to a major town or city,Urban,44184
E00047027,UN1,Urban: Nearer to a major town or city,Urban,44185
E00046925,UN1,Urban: Nearer to a major town or city,Urban,44186
E00046772,UN1,Urban: Nearer to a major town or city,Urban,44187
E00047083,UN1,Urban: Nearer to a major town or city,Urban,44188
E00047145,UN1,Urban: Nearer to a major town or city,Urban,44189
E00046976,UN1,Urban: Nearer to a major town or city,Urban,44190
E00046823,UN1,Urban: Nearer to a major town or city,Urban,44191
E00047028,UN1,Urban: Nearer to a major town or city,Urban,44192
E00046926,UN1,Urban: Nearer to a major town or city,Urban,44193
E00046773,UN1,Urban: Nearer to a major town or city,Urban,44194
E00047084,UN1,Urban: Nearer to a major town or city,Urban,44195
E00047146,UN1,Urban: Nearer to a major town or city,Urban,44196
E00046977,UN1,Urban: Nearer to a major town or city,Urban,44197
E00046824,UN1,Urban: Nearer to a major town or city,Urban,44198
E00047030,UN1,Urban: Nearer to a major town or city,Urban,44199
E00046927,UN1,Urban: Nearer to a major town or city,Urban,44200
E00046774,UN1,Urban: Nearer to a major town or city,Urban,44201
E00047085,UN1,Urban: Nearer to a major town or city,Urban,44202
E00047086,UN1,Urban: Nearer to a major town or city,Urban,44203
E00047087,UN1,Urban: Nearer to a major town or city,Urban,44204
E00047089,UN1,Urban: Nearer to a major town or city,Urban,44205
E00047090,UN1,Urban: Nearer to a major town or city,Urban,44206
E00047091,UN1,Urban: Nearer to a major town or city,Urban,44207
E00047092,UN1,Urban: Nearer to a major town or city,Urban,44208
E00047093,UN1,Urban: Nearer to a major town or city,Urban,44209
E00047094,UN1,Urban: Nearer to a major town or city,Urban,44210
E00047095,UN1,Urban: Nearer to a major town or city,Urban,44211
E00047096,UN1,Urban: Nearer to a major town or city,Urban,44212
E00047097,UN1,Urban: Nearer to a major town or city,Urban,44213
E00047098,UN1,Urban: Nearer to a major town or city,Urban,44214
E00047099,UN1,Urban: Nearer to a major town or city,Urban,44215
E00047100,UN1,Urban: Nearer to a major town or city,Urban,44216
E00047101,UN1,Urban: Nearer to a major town or city,Urban,44217
E00047102,UN1,Urban: Nearer to a major town or city,Urban,44218
E00047103,UN1,Urban: Nearer to a major town or city,Urban,44219
E00047104,UN1,Urban: Nearer to a major town or city,Urban,44220
E00047105,UN1,Urban: Nearer to a major town or city,Urban,44221
E00047107,UN1,Urban: Nearer to a major town or city,Urban,44222
E00047109,UN1,Urban: Nearer to a major town or city,Urban,44223
E00047110,UN1,Urban: Nearer to a major town or city,Urban,44224
E00047112,UN1,Urban: Nearer to a major town or city,Urban,44225
E00047113,UN1,Urban: Nearer to a major town or city,Urban,44226
E00047116,UN1,Urban: Nearer to a major town or city,Urban,44227
E00047117,UN1,Urban: Nearer to a major town or city,Urban,44228
E00047118,UN1,Urban: Nearer to a major town or city,Urban,44229
E00047147,UN1,Urban: Nearer to a major town or city,Urban,44230
E00046928,UN1,Urban: Nearer to a major town or city,Urban,44231
E00046978,UN1,Urban: Nearer to a major town or city,Urban,44232
E00047148,UN1,Urban: Nearer to a major town or city,Urban,44233
E00047031,UN1,Urban: Nearer to a major town or city,Urban,44234
E00046929,UN1,Urban: Nearer to a major town or city,Urban,44235
E00046979,UN1,Urban: Nearer to a major town or city,Urban,44236
E00047149,UN1,Urban: Nearer to a major town or city,Urban,44237
E00047032,UN1,Urban: Nearer to a major town or city,Urban,44238
E00046930,UN1,Urban: Nearer to a major town or city,Urban,44239
E00046980,UN1,Urban: Nearer to a major town or city,Urban,44240
E00046775,UN1,Urban: Nearer to a major town or city,Urban,44241
E00046825,UN1,Urban: Nearer to a major town or city,Urban,44242
E00047150,UN1,Urban: Nearer to a major town or city,Urban,44243
E00047033,UN1,Urban: Nearer to a major town or city,Urban,44244
E00046931,UN1,Urban: Nearer to a major town or city,Urban,44245
E00046981,UN1,Urban: Nearer to a major town or city,Urban,44246
E00046776,UN1,Urban: Nearer to a major town or city,Urban,44247
E00046826,UN1,Urban: Nearer to a major town or city,Urban,44248
E00047151,UN1,Urban: Nearer to a major town or city,Urban,44249
E00047034,UN1,Urban: Nearer to a major town or city,Urban,44250
E00046932,UN1,Urban: Nearer to a major town or city,Urban,44251
E00046982,UN1,Urban: Nearer to a major town or city,Urban,44252
E00046777,UN1,Urban: Nearer to a major town or city,Urban,44253
E00046827,UN1,Urban: Nearer to a major town or city,Urban,44254
E00047152,UN1,Urban: Nearer to a major town or city,Urban,44255
E00046933,UN1,Urban: Nearer to a major town or city,Urban,44256
E00046983,UN1,Urban: Nearer to a major town or city,Urban,44257
E00046778,UN1,Urban: Nearer to a major town or city,Urban,44258
E00046828,UN1,Urban: Nearer to a major town or city,Urban,44259
E00047153,UN1,Urban: Nearer to a major town or city,Urban,44260
E00046984,UN1,Urban: Nearer to a major town or city,Urban,44261
E00047154,UN1,Urban: Nearer to a major town or city,Urban,44262
E00046829,UN1,Urban: Nearer to a major town or city,Urban,44263
E00046985,UN1,Urban: Nearer to a major town or city,Urban,44264
E00047155,UN1,Urban: Nearer to a major town or city,Urban,44265
E00046779,UN1,Urban: Nearer to a major town or city,Urban,44266
E00046934,UN1,Urban: Nearer to a major town or city,Urban,44267
E00047035,UN1,Urban: Nearer to a major town or city,Urban,44268
E00046830,UN1,Urban: Nearer to a major town or city,Urban,44269
E00046986,UN1,Urban: Nearer to a major town or city,Urban,44270
E00047156,UN1,Urban: Nearer to a major town or city,Urban,44271
E00046780,UN1,Urban: Nearer to a major town or city,Urban,44272
E00046935,UN1,Urban: Nearer to a major town or city,Urban,44273
E00047036,UN1,Urban: Nearer to a major town or city,Urban,44274
E00046831,UN1,Urban: Nearer to a major town or city,Urban,44275
E00046987,UN1,Urban: Nearer to a major town or city,Urban,44276
E00047157,UN1,Urban: Nearer to a major town or city,Urban,44277
E00046781,UN1,Urban: Nearer to a major town or city,Urban,44278
E00046936,UN1,Urban: Nearer to a major town or city,Urban,44279
E00047037,UN1,Urban: Nearer to a major town or city,Urban,44280
E00046832,UN1,Urban: Nearer to a major town or city,Urban,44281
E00046988,UN1,Urban: Nearer to a major town or city,Urban,44282
E00047158,UN1,Urban: Nearer to a major town or city,Urban,44283
E00046782,UN1,Urban: Nearer to a major town or city,Urban,44284
E00046937,UN1,Urban: Nearer to a major town or city,Urban,44285
E00047038,UN1,Urban: Nearer to a major town or city,Urban,44286
E00046833,UN1,Urban: Nearer to a major town or city,Urban,44287
E00046989,UN1,Urban: Nearer to a major town or city,Urban,44288
E00047159,UN1,Urban: Nearer to a major town or city,Urban,44289
E00046783,UN1,Urban: Nearer to a major town or city,Urban,44290
E00046938,UN1,Urban: Nearer to a major town or city,Urban,44291
E00047039,UN1,Urban: Nearer to a major town or city,Urban,44292
E00046834,UN1,Urban: Nearer to a major town or city,Urban,44293
E00046990,UN1,Urban: Nearer to a major town or city,Urban,44294
